Time,Euler0,Euler1,Euler2,ShakeLevel,PosX, PosY,OnMat,MotorSpeedL,MotorSpeedR,Collided
4.35,-2.00, 1.00, 140.00,0,217.00, 273.00,1,-1,-1,0
4.36,-2.00, 1.00, 140.00,0,217.00, 273.00,1,-1,-1,0
4.37,-2.00, 1.00, 140.00,0,217.00, 273.00,1,-1,-1,0
4.38,-2.00, 1.00, 140.00,0,217.00, 273.00,1,-1,-1,0
4.39,-2.00, 1.00, 140.00,0,217.00, 273.00,1,-1,-1,0
4.4,-2.00, 1.00, 140.00,0,217.00, 273.00,1,-1,-1,0
4.41,-2.00, 1.00, 140.00,0,217.00, 273.00,1,-1,-1,0
4.42,-2.00, 1.00, 140.00,0,217.00, 273.00,1,-1,-1,0
4.43,-2.00, 1.00, 140.00,0,217.00, 273.00,1,-1,-1,0
4.44,-2.00, 1.00, 140.00,0,217.00, 273.00,1,-1,-1,0
4.45,-2.00, 1.00, 140.00,0,217.00, 273.00,1,-1,-1,0
4.46,-2.00, 1.00, 140.00,0,217.00, 273.00,1,-1,-1,0
4.47,-2.00, 1.00, 140.00,0,217.00, 273.00,1,-1,-1,0
4.48,-2.00, 1.00, 140.00,0,217.00, 273.00,1,-1,-1,0
4.49,-2.00, 1.00, 140.00,0,217.00, 273.00,1,-1,-1,0
4.5,-2.00, 1.00, 140.00,0,217.00, 273.00,1,-1,-1,0
4.51,-2.00, 1.00, 140.00,0,217.00, 273.00,1,-1,-1,0
4.52,-2.00, 1.00, 140.00,0,217.00, 273.00,1,-1,-1,0
4.53,-2.00, 1.00, 140.00,0,217.00, 273.00,1,-1,-1,0
4.54,-2.00, 1.00, 140.00,0,217.00, 273.00,1,-1,-1,0
4.55,-2.00, 1.00, 140.00,0,217.00, 273.00,1,-1,-1,0
4.56,-2.00, 1.00, 140.00,0,217.00, 273.00,1,-1,-1,0
4.57,-2.00, 1.00, 140.00,0,217.00, 273.00,1,-1,-1,0
4.58,-2.00, 1.00, 140.00,0,217.00, 273.00,1,-1,-1,0
4.59,-2.00, 1.00, 140.00,0,217.00, 273.00,1,-1,-1,0
4.6,-2.00, 1.00, 140.00,0,217.00, 273.00,1,-1,-1,0
4.61,-2.00, 1.00, 140.00,0,217.00, 273.00,1,-1,-1,0
4.62,-2.00, 1.00, 140.00,0,217.00, 273.00,1,-1,-1,0
4.63,-2.00, 1.00, 140.00,0,217.00, 273.00,1,-1,-1,0
4.64,-2.00, 1.00, 140.00,0,217.00, 273.00,1,-1,-1,0
4.65,-2.00, 1.00, 140.00,0,217.00, 273.00,1,-1,-1,0
4.66,-2.00, 1.00, 140.00,0,217.00, 273.00,1,-1,-1,0
