Time,Euler0,Euler1,Euler2,ShakeLevel,PosX, PosY,OnMat,MotorSpeedL,MotorSpeedR,Collided
4.23,88.00, 53.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.24,88.00, 53.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.25,88.00, 53.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.26,88.00, 53.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.27,88.00, 53.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.28,88.00, 53.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.29,88.00, 53.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.3,89.00, 53.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.31,89.00, 53.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.32,89.00, 52.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.33,89.00, 52.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.34,89.00, 52.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.35,88.00, 52.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.36,88.00, 52.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.37,88.00, 52.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.38,88.00, 53.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.39,88.00, 53.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.4,88.00, 53.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.41,88.00, 53.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.42,88.00, 53.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.43,88.00, 52.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.44,88.00, 52.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.45,88.00, 52.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.46,89.00, 52.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.47,89.00, 52.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.48,89.00, 52.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.49,89.00, 52.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.5,89.00, 52.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.51,89.00, 52.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.52,89.00, 52.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.53,89.00, 52.00, -104.00,0,0.00, 0.00,1,-1,-1,0
4.54,89.00, 52.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.55,88.00, 52.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.56,88.00, 52.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.57,88.00, 52.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.58,88.00, 52.00, -105.00,0,0.00, 0.00,1,-1,-1,0
4.59,88.00, 52.00, -105.00,0,0.00, 0.00,1,-1,-1,0
