Time,Euler0,Euler1,Euler2,ShakeLevel,PosX, PosY,OnMat,MotorSpeedL,MotorSpeedR,Collided
4.3,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.31,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.32,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.33,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.34,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.35,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.36,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.37,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.38,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.39,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.4,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.41,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.42,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.43,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.44,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.45,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.46,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.47,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.48,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.49,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.5,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.51,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.52,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.53,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.54,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.55,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.56,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.57,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.58,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.59,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.6,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.61,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.62,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.63,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.64,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.65,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.66,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.67,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.68,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.69,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.7,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.71,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.72,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.73,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.74,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.75,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.76,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.77,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.78,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.79,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.8,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.81,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.82,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.83,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.84,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.85,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.86,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.87,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.88,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.89,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.9,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.91,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.92,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.93,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.94,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.95,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.96,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.97,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.98,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
4.99,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
5,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
5.01,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
5.02,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
5.03,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,0
5.04,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,100
5.05,-1.00, 1.00, 88.00,0,382.00, 193.00,1,0,0,99
5.06,-1.00, 1.00, 88.00,0,382.00, 193.00,1,8,7,98
5.07,-1.00, 1.00, 88.00,0,382.00, 193.00,1,8,7,97
5.08,-1.00, 2.00, 88.00,0,382.00, 193.00,1,8,7,96
5.09,-1.00, 2.00, 88.00,0,382.00, 193.00,1,8,7,95
5.1,-1.00, 2.00, 88.00,0,382.00, 193.00,1,8,7,94
5.11,-1.00, 2.00, 88.00,0,379.00, 193.00,1,8,7,93
5.12,-1.00, 2.00, 88.00,0,379.00, 193.00,1,8,7,92
5.13,-1.00, 2.00, 88.00,0,376.00, 193.00,1,8,7,91
5.14,-1.00, 2.00, 88.00,0,376.00, 193.00,1,8,7,90
5.15,-1.00, 2.00, 88.00,0,373.00, 192.00,1,56,56,89
5.16,-1.00, 2.00, 88.00,0,373.00, 192.00,1,56,56,88
5.17,-1.00, 2.00, 88.00,0,373.00, 192.00,1,56,56,87
5.18,-1.00, 2.00, 88.00,0,373.00, 192.00,1,56,56,86
5.19,-1.00, 1.00, 88.00,0,370.00, 192.00,1,56,56,85
5.2,-1.00, 1.00, 88.00,0,370.00, 192.00,1,56,56,84
5.21,-1.00, 1.00, 88.00,0,367.00, 192.00,1,56,56,83
5.22,-1.00, 1.00, 88.00,0,367.00, 192.00,1,56,56,82
5.23,-1.00, 1.00, 88.00,0,367.00, 192.00,1,56,56,81
5.24,-1.00, 1.00, 88.00,0,364.00, 191.00,1,56,56,80
5.25,-1.00, 1.00, 88.00,0,364.00, 191.00,1,56,56,79
5.26,-1.00, 1.00, 88.00,0,361.00, 191.00,1,55,54,78
5.27,-1.00, 1.00, 88.00,0,361.00, 191.00,1,55,54,77
5.28,-1.00, 1.00, 88.00,0,361.00, 191.00,1,55,54,76
5.29,-1.00, 1.00, 88.00,0,361.00, 191.00,1,55,54,75
5.3,-1.00, 1.00, 88.00,0,358.00, 191.00,1,55,54,74
5.31,-1.00, 1.00, 88.00,0,358.00, 191.00,1,55,54,73
5.32,-1.00, 1.00, 88.00,0,358.00, 191.00,1,55,54,72
5.33,-1.00, 1.00, 88.00,0,355.00, 190.00,1,55,54,71
5.34,-1.00, 1.00, 88.00,0,355.00, 190.00,1,55,54,70
5.35,-1.00, 1.00, 88.00,0,352.00, 190.00,1,55,54,69
5.36,-1.00, 1.00, 88.00,0,352.00, 190.00,1,55,54,68
5.37,-1.00, 1.00, 89.00,0,352.00, 190.00,1,53,52,67
5.38,-1.00, 1.00, 89.00,0,349.00, 190.00,1,53,52,66
5.39,-1.00, 1.00, 89.00,0,349.00, 190.00,1,53,52,65
5.4,-1.00, 1.00, 88.00,0,349.00, 190.00,1,53,52,64
5.41,-1.00, 1.00, 88.00,0,349.00, 190.00,1,53,52,63
5.42,-1.00, 1.00, 89.00,0,343.00, 189.00,1,53,52,62
5.43,-1.00, 1.00, 89.00,0,343.00, 189.00,1,53,52,61
5.44,-1.00, 1.00, 89.00,0,343.00, 189.00,1,53,52,60
5.45,-1.00, 1.00, 89.00,0,343.00, 189.00,1,53,52,59
5.46,-1.00, 1.00, 89.00,0,340.00, 189.00,1,53,52,58
5.47,-1.00, 1.00, 89.00,0,340.00, 189.00,1,53,52,57
5.48,-1.00, 1.00, 89.00,0,340.00, 189.00,1,53,52,56
5.49,-1.00, 1.00, 89.00,0,337.00, 188.00,1,52,51,55
5.5,-1.00, 1.00, 89.00,0,334.00, 188.00,1,52,51,54
5.51,-1.00, 1.00, 89.00,0,334.00, 188.00,1,52,51,53
5.52,-1.00, 1.00, 89.00,0,334.00, 188.00,1,52,51,52
5.53,-1.00, 1.00, 89.00,0,334.00, 188.00,1,52,51,51
5.54,-1.00, 1.00, 89.00,0,334.00, 188.00,1,52,51,50
5.55,-1.00, 1.00, 89.00,0,331.00, 188.00,1,52,51,49
5.56,-1.00, 1.00, 89.00,0,331.00, 188.00,1,52,51,48
5.57,-1.00, 1.00, 89.00,0,331.00, 188.00,1,52,51,47
5.58,-1.00, 1.00, 89.00,0,328.00, 187.00,1,51,51,46
5.59,-1.00, 1.00, 89.00,0,328.00, 187.00,1,51,51,45
5.6,-1.00, 1.00, 89.00,0,328.00, 187.00,1,51,51,44
5.61,-1.00, 1.00, 89.00,0,325.00, 187.00,1,51,51,43
5.62,-1.00, 1.00, 89.00,0,325.00, 187.00,1,51,51,42
5.63,-1.00, 1.00, 89.00,0,325.00, 187.00,1,51,51,41
5.64,-1.00, 1.00, 89.00,0,322.00, 187.00,1,51,51,40
5.65,-1.00, 1.00, 89.00,0,322.00, 187.00,1,51,51,39
5.66,-1.00, 1.00, 89.00,0,322.00, 187.00,1,51,51,38
5.67,-1.00, 1.00, 89.00,0,322.00, 187.00,1,51,51,37
5.68,-1.00, 1.00, 89.00,0,319.00, 186.00,1,51,51,36
5.69,-1.00, 1.00, 89.00,0,319.00, 186.00,1,51,51,35
5.7,-1.00, 1.00, 89.00,0,316.00, 186.00,1,50,50,34
5.71,-1.00, 1.00, 89.00,0,316.00, 186.00,1,50,50,33
5.72,-1.00, 1.00, 89.00,0,313.00, 185.00,1,50,50,32
5.73,-1.00, 1.00, 89.00,0,313.00, 185.00,1,50,50,31
5.74,-1.00, 1.00, 89.00,0,313.00, 185.00,1,50,50,30
5.75,-1.00, 1.00, 89.00,0,313.00, 185.00,1,50,50,29
5.76,-1.00, 1.00, 89.00,0,310.00, 185.00,1,50,50,28
5.77,-1.00, 1.00, 89.00,0,310.00, 185.00,1,50,50,27
5.78,-1.00, 1.00, 89.00,0,310.00, 185.00,1,50,50,26
5.79,-1.00, 1.00, 89.00,0,307.00, 185.00,1,50,50,25
5.8,-1.00, 1.00, 89.00,0,307.00, 185.00,1,50,50,24
5.81,-1.00, 1.00, 89.00,0,307.00, 185.00,1,50,50,23
5.82,-1.00, 1.00, 89.00,0,304.00, 184.00,1,50,50,22
5.83,-1.00, 1.00, 89.00,0,304.00, 184.00,1,50,50,21
5.84,-1.00, 1.00, 89.00,0,304.00, 184.00,1,50,50,20
5.85,-1.00, 1.00, 89.00,0,301.00, 184.00,1,50,50,19
5.86,-1.00, 1.00, 89.00,0,301.00, 184.00,1,50,50,18
5.87,-1.00, 1.00, 89.00,0,301.00, 184.00,1,50,50,17
5.88,-1.00, 1.00, 89.00,0,298.00, 184.00,1,50,50,16
5.89,-1.00, 1.00, 89.00,0,298.00, 184.00,1,50,50,15
5.9,-1.00, 2.00, 89.00,0,298.00, 184.00,1,50,50,14
5.91,-1.00, 2.00, 89.00,0,298.00, 184.00,1,50,50,13
